Symbol,Date,Pattern,Confidence,RSI,Volume Ratio,EMA50,EMA200,Trend Strength %,Entry,Stop,Target,Risk %,Reward %,Risk:Reward,Exit,Return %,Holding Days,Outcome
SHRIRAMFIN,2025-10-29,ROUNDING_BOTTOM_V5,95.0,90.26449650977953,1.7388659704638927,653.6655683139198,626.3959867723939,4.353409363625843,733.9773559570312,563.0688158369742,896.785260809542,23.285260605514164,22.181597774256396,0.9526025132397955,896.785260809542,22.181597774256396,36,WIN
MOTHERSON,2025-11-27,ROUNDING_BOTTOM_V5,95.0,77.00393715964688,1.9039172350968712,106.21086297963255,101.44153028192167,4.701558310936525,115.77071380615234,89.42248454216111,139.46717918379562,22.75897625379504,20.468445428539795,0.8993570361112662,130.415283203125,12.649632118096527,60,TIME_EXIT
MARICO,2026-01-05,ROUNDING_BOTTOM_V5,95.0,70.70174774830083,1.8026224954457992,734.7675679335906,706.9363158450516,3.936882497721219,773.0499877929688,683.3933069240197,854.9566686619178,11.597785691054181,10.59526319931649,0.9135591466816829,750.5499877929688,-2.9105491695610435,60,TIME_EXIT
POLYCAB,2026-02-26,ROUNDING_BOTTOM_V5,95.0,78.8304377748494,1.8415554648584835,7567.144404463871,7124.615469315008,6.2112676404051514,8465.8310546875,6631.534745548168,10202.092883924006,21.66705545256173,20.50905360644002,0.9465547199684303,9618.3623046875,13.613917435333741,60,TIME_EXIT
ADANIPOWER,2026-04-13,ROUNDING_BOTTOM_V5,95.0,83.93737546762047,1.8153576426860856,152.11424022125885,140.14557378311736,8.540167281104173,181.35000610351562,128.10000610351562,231.35000610351562,29.363109020026496,27.570994385001406,0.9389671361502347,231.35000610351562,27.570994385001406,14,WIN
SIEMENS,2026-04-17,ROUNDING_BOTTOM_V5,95.0,80.42221908529226,1.9555611365560395,3210.567292978648,3190.8656283916066,0.617439493902227,3707.89990234375,2826.0,4501.199951171875,23.784350321493424,21.394861504397216,0.8995352496579704,3761.6000976562505,1.448264428027205,45,TIME_EXIT
CGPOWER,2026-04-20,ROUNDING_BOTTOM_V5,95.0,73.53810773014553,1.8289351195731174,699.729588757347,683.3151577275618,2.402175752162904,795.7000122070312,524.3427016609982,1047.8573105460332,34.10296674413388,31.689995534823968,0.9292445367755293,961.0000000000001,20.77415926317213,44,TIME_EXIT
TATAPOWER,2026-04-27,ROUNDING_BOTTOM_V5,95.0,92.62446275373948,1.6920773956276656,399.48691977373886,388.34176861301097,2.869933667072063,453.20001220703125,342.5,551.5,24.426303889078707,21.69019972313312,0.8879853383315627,400.95001220703125,-11.529125903052956,39,TIME_EXIT
JSWENERGY,2026-04-27,ROUNDING_BOTTOM_V5,95.0,75.0,1.8014228615003542,506.46173293968695,506.2044220974699,0.05083140940391093,571.8550415039062,426.30011443485296,711.5798447030622,25.45311600056236,24.43360520730874,0.9599455409219407,571.0,-0.14952067252176343,39,TIME_EXIT
ADANIENT,2026-05-26,ROUNDING_BOTTOM_V5,95.0,76.59969383965897,1.60679288388127,2396.671363251931,2313.9110535984614,3.5766417868467926,2967.972900390625,1752.216581309528,4073.2786189536127,40.96251414293868,37.24109874512381,0.909150708259044,3029.1999511718745,2.0629248593608014,18,TIME_EXIT
